Using SIFT algorithm
Using brute force matcher
Using knn matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
65, 0.09370, 0.12143, 0.00053, 0.01527, 3190, 409, 94, 49.37611, 361.45953
66, 0.08243, 0.12143, 0.00060, 0.01689, 3190, 406, 111, 43.33590, 336.84268
67, 0.09181, 0.11701, 0.00095, 0.03386, 3190, 396, 87, 37.09447, 321.41406
68, 0.08162, 0.12306, 0.00053, 0.03664, 3190, 417, 118, 43.02325, 340.29105
69, 0.08788, 0.12316, 0.00094, 0.01000, 3190, 414, 110, 40.52160, 320.64780
70, 0.08798, 0.12164, 0.00058, 0.01135, 3190, 406, 114, 43.47413, 353.17416
71, 0.08140, 0.11558, 0.00052, 0.00461, 3190, 390, 75, 45.63990, 309.79993
72, 0.08806, 0.13039, 0.00056, 0.03198, 3190, 434, 76, 44.14748, 313.46451
73, 0.07827, 0.09864, 0.00058, 0.01009, 3190, 328, 165, 55.76737, 334.06586
74, 0.08338, 0.12677, 0.00057, 0.00211, 3190, 426, 122, 84.04761, 334.29178
75, 0.07403, 0.09597, 0.00054, 0.03363, 3190, 329, 113, 71.09853, 327.38510
76, 0.07745, 0.09945, 0.00054, 0.01387, 3190, 332, 102, 107.47558, 335.76181
77, 0.07407, 0.08064, 0.00053, 0.00440, 3190, 268, 81, 119.54079, 315.92245
78, 0.07479, 0.09333, 0.00054, 0.01052, 3190, 310, 117, 59.65736, 318.36301
79, 0.07985, 0.10584, 0.00054, 0.02778, 3190, 356, 120, 56.92100, 330.35284
80, 0.09330, 0.11368, 0.00061, 0.01009, 3190, 383, 89, 57.15768, 303.91940
81, 0.09317, 0.11871, 0.00055, 0.03773, 3190, 392, 119, 62.55398, 318.99060
82, 0.07967, 0.11607, 0.00055, 0.01322, 3190, 390, 92, 49.49747, 305.67957
83, 0.08048, 0.10877, 0.00054, 0.03784, 3190, 370, 109, 40.48457, 292.21567
84, 0.07699, 0.11179, 0.00055, 0.01022, 3190, 375, 107, 46.04346, 301.34033
85, 0.07317, 0.10740, 0.00054, 0.01481, 3190, 354, 115, 40.27406, 321.91614
86, 0.07635, 0.10564, 0.00054, 0.01196, 3190, 366, 104, 46.62617, 320.64154
87, 0.07920, 0.10871, 0.00054, 0.01409, 3190, 369, 97, 40.50926, 300.53452
88, 0.08435, 0.11159, 0.00054, 0.01025, 3190, 378, 113, 46.67976, 306.49796
89, 0.08302, 0.11523, 0.00214, 0.00256, 3190, 382, 114, 62.49800, 307.33206
90, 0.08129, 0.11068, 0.00054, 0.00963, 3190, 373, 100, 49.16299, 305.17535
91, 0.08080, 0.11420, 0.00057, 0.01963, 3190, 384, 117, 45.56314, 325.49655
92, 0.08110, 0.11240, 0.00054, 0.01877, 3190, 383, 126, 47.36032, 330.57980
93, 0.08580, 0.11175, 0.00053, 0.02525, 3190, 377, 98, 43.06971, 315.36804
94, 0.08248, 0.11433, 0.00053, 0.00771, 3190, 389, 110, 48.18713, 301.29221
95, 0.08189, 0.11442, 0.00054, 0.03302, 3190, 385, 114, 62.70566, 308.36017
96, 0.07868, 0.10229, 0.00055, 0.00920, 3190, 346, 125, 44.97777, 331.06042
97, 0.08230, 0.09619, 0.00056, 0.02325, 3190, 319, 160, 50.98039, 342.43246
98, 0.07603, 0.09398, 0.00053, 0.03289, 3190, 315, 73, 66.60330, 307.88959
99, 0.08163, 0.10859, 0.00057, 0.01221, 3190, 366, 111, 43.82921, 350.44257
100, 0.08570, 0.10451, 0.00066, 0.03999, 3190, 352, 75, 71.84706, 313.37836
