Using BRISK algorithm
Using flann-based matcher
Using knn matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
65, 0.01320, 0.18051, 0.00100, 0.01367, 5424, 535, 24, 70.00000, 143.00000
66, 0.01341, 0.16271, 0.00093, 0.00211, 5424, 552, 13, 70.00000, 142.00000
67, 0.01329, 0.18012, 0.00082, 0.00791, 5424, 558, 19, 68.00000, 134.00000
68, 0.01448, 0.15770, 0.00094, 0.00564, 5424, 554, 14, 71.00000, 139.00000
69, 0.01305, 0.13533, 0.00124, 0.01847, 5424, 526, 23, 68.00000, 133.00000
70, 0.01140, 0.17392, 0.00080, 0.00326, 5424, 556, 15, 66.00000, 151.00000
71, 0.01308, 0.17915, 0.00079, 0.03497, 5424, 545, 22, 68.00000, 132.00000
72, 0.01186, 0.14458, 0.00091, 0.01992, 5424, 503, 23, 70.00000, 146.00000
73, 0.01267, 0.14163, 0.00094, 0.01259, 5424, 509, 24, 66.00000, 139.00000
74, 0.01090, 0.14163, 0.00085, 0.03465, 5424, 416, 37, 69.00000, 160.00000
75, 0.01225, 0.17794, 0.00084, 0.00382, 5424, 524, 13, 73.00000, 142.00000
76, 0.01252, 0.17410, 0.00079, 0.00916, 5424, 516, 23, 70.00000, 127.00000
77, 0.01465, 0.15593, 0.00081, 0.01337, 5424, 522, 29, 69.00000, 128.00000
78, 0.01171, 0.17488, 0.00083, 0.01135, 5424, 527, 24, 64.00000, 126.00000
79, 0.01225, 0.15340, 0.00085, 0.01259, 5424, 488, 17, 59.00000, 126.00000
80, 0.01172, 0.12355, 0.00081, 0.01304, 5424, 465, 26, 76.00000, 144.00000
81, 0.00903, 0.11237, 0.00080, 0.01981, 5424, 354, 43, 68.00000, 151.00000
82, 0.01118, 0.11811, 0.00094, 0.03547, 5424, 472, 28, 67.00000, 141.00000
83, 0.01231, 0.14006, 0.00081, 0.03125, 5424, 478, 35, 70.00000, 128.00000
84, 0.01172, 0.14343, 0.00080, 0.03164, 5424, 507, 28, 64.00000, 137.00000
