Using BRISK algorithm
Using brute force matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
63, 0.03100, 0.80649, 0.00153, 0.06123, 5424, 2053, 5424, 265.09622, 842.37756
64, 0.03953, 0.81291, 0.00157, 0.06139, 5424, 2052, 5424, 174.19530, 848.41205
65, 0.03822, 0.80506, 0.00148, 0.05825, 5424, 2040, 5424, 200.60408, 878.09222
66, 0.03776, 0.79601, 0.00152, 0.05895, 5424, 2009, 5424, 230.38446, 857.80298
67, 0.03590, 0.80137, 0.00147, 0.06012, 5424, 2024, 5424, 223.34503, 846.16077
68, 0.03674, 0.79668, 0.00142, 0.06226, 5424, 2003, 5424, 181.63425, 882.32703
69, 0.03762, 0.79118, 0.00143, 0.06827, 5424, 2001, 5424, 228.79030, 855.60272
70, 0.03725, 0.81289, 0.00142, 0.05992, 5424, 2046, 5424, 206.44855, 843.46960
71, 0.04104, 0.79951, 0.00300, 0.06252, 5424, 2028, 5424, 212.75572, 850.43225
72, 0.03859, 0.77758, 0.00141, 0.05912, 5424, 1965, 5424, 218.98402, 865.92896
73, 0.03751, 0.80221, 0.00146, 0.06017, 5424, 2017, 5424, 186.61993, 853.40845
74, 0.03634, 0.77922, 0.00141, 0.06362, 5424, 1978, 5424, 232.99571, 877.11005
75, 0.03659, 0.79865, 0.00212, 0.06472, 5424, 2004, 5424, 260.70480, 865.48138
76, 0.03564, 0.79806, 0.00144, 0.06481, 5424, 2009, 5424, 185.65829, 879.32361
77, 0.03441, 0.80205, 0.00165, 0.06281, 5424, 2016, 5424, 250.97012, 842.09320
78, 0.03360, 0.78568, 0.00141, 0.05899, 5424, 1954, 5424, 235.34230, 888.12048
79, 0.02940, 0.73968, 0.00189, 0.06160, 5424, 1876, 5424, 176.48796, 842.77936
80, 0.03051, 0.70231, 0.00142, 0.06644, 5424, 1751, 5424, 248.50955, 850.94006
81, 0.03304, 0.76039, 0.00208, 0.06509, 5424, 1923, 5424, 211.57741, 862.94958
82, 0.03527, 0.78854, 0.00142, 0.06658, 5424, 1981, 5424, 224.65306, 840.63428
83, 0.03728, 0.80443, 0.00165, 0.06688, 5424, 2013, 5424, 242.77974, 858.30530
84, 0.04098, 0.80339, 0.00170, 0.07301, 5424, 2021, 5424, 234.14098, 850.48694
