Using BRISK algorithm
Using flann-based matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
83, 0.00672, 0.05970, 0.00142, 0.05893, 5424, 173, 5424, 60.00000, 247.00000
84, 0.00774, 0.06183, 0.00132, 0.05484, 5424, 206, 5424, 57.00000, 267.00000
85, 0.00888, 0.08578, 0.00156, 0.06116, 5424, 252, 5424, 54.00000, 244.00000
86, 0.00847, 0.06579, 0.00133, 0.07001, 5424, 240, 5424, 56.00000, 250.00000
87, 0.00790, 0.08285, 0.00157, 0.06029, 5424, 229, 5424, 58.00000, 243.00000
88, 0.00606, 0.04993, 0.00138, 0.05782, 5424, 144, 5424, 47.00000, 244.00000
89, 0.00573, 0.06581, 0.00133, 0.05965, 5424, 132, 5421, 55.00000, 276.00000
90, 0.00739, 0.06536, 0.00133, 0.06654, 5424, 180, 5424, 66.00000, 269.00000
91, 0.00798, 0.07745, 0.00190, 0.06384, 5424, 262, 5424, 63.00000, 220.00000
92, 0.01043, 0.09603, 0.00135, 0.05656, 5424, 345, 5424, 64.00000, 219.00000
93, 0.01217, 0.14543, 0.00132, 0.07210, 5424, 462, 5424, 60.00000, 225.00000
94, 0.00862, 0.06631, 0.00132, 0.05893, 5424, 217, 5424, 59.00000, 229.00000
95, 0.00975, 0.07124, 0.00232, 0.06243, 5424, 303, 5424, 69.00000, 223.00000
96, 0.01164, 0.12382, 0.00131, 0.06597, 5424, 416, 5424, 57.00000, 238.00000
97, 0.01242, 0.16932, 0.00131, 0.07071, 5424, 457, 5424, 54.00000, 225.00000
98, 0.01172, 0.14339, 0.00372, 0.06725, 5424, 439, 5424, 54.00000, 220.00000
99, 0.01151, 0.15418, 0.00178, 0.05818, 5424, 488, 5424, 61.00000, 219.00000
100, 0.01423, 0.14007, 0.00133, 0.05814, 5424, 465, 5424, 60.00000, 221.00000
