Using SIFT algorithm
Using brute force matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
64, 0.09311, 0.12137, 0.00175, 0.05310, 3190, 409, 3190, 60.45660, 485.40808
65, 0.09105, 0.13272, 0.00122, 0.05732, 3190, 436, 3190, 68.56384, 491.23926
66, 0.08547, 0.13131, 0.00085, 0.05078, 3190, 438, 3190, 62.36185, 487.63715
67, 0.09393, 0.12416, 0.00114, 0.05079, 3190, 424, 3190, 63.49803, 492.68753
68, 0.08620, 0.12443, 0.00085, 0.04595, 3190, 424, 3190, 64.00781, 494.06982
69, 0.08591, 0.12383, 0.00083, 0.04895, 3190, 424, 3190, 62.01613, 486.76587
70, 0.08679, 0.12352, 0.00110, 0.05137, 3190, 419, 3190, 64.47480, 472.70181
71, 0.08194, 0.11967, 0.00081, 0.05365, 3190, 418, 3190, 57.62812, 481.70737
72, 0.09172, 0.12693, 0.00093, 0.04992, 3190, 421, 3190, 66.34003, 488.90286
73, 0.08336, 0.11953, 0.00097, 0.05534, 3190, 402, 3190, 58.70264, 484.94226
74, 0.08847, 0.11565, 0.00133, 0.05367, 3190, 392, 3190, 61.74949, 474.54083
75, 0.08569, 0.12420, 0.00080, 0.05105, 3190, 418, 3190, 62.12085, 479.64676
76, 0.09768, 0.12115, 0.00087, 0.05380, 3190, 411, 3190, 63.12686, 470.98196
77, 0.09531, 0.12357, 0.00085, 0.05417, 3190, 408, 3190, 62.33779, 471.45203
78, 0.09150, 0.12286, 0.00085, 0.05053, 3190, 420, 3190, 63.86705, 494.23273
79, 0.08370, 0.12783, 0.00082, 0.05338, 3190, 428, 3190, 63.71813, 489.48340
80, 0.09513, 0.12653, 0.00088, 0.05421, 3190, 421, 3190, 60.07495, 494.20847
81, 0.08746, 0.12878, 0.00080, 0.05484, 3190, 432, 3190, 65.68105, 495.68942
82, 0.09381, 0.13262, 0.00081, 0.05178, 3190, 447, 3190, 71.28114, 480.38525
83, 0.08624, 0.12253, 0.00127, 0.05433, 3190, 414, 3190, 61.09010, 498.65720
84, 0.09089, 0.12435, 0.00082, 0.06247, 3190, 421, 3190, 67.34983, 496.16428
85, 0.09575, 0.12881, 0.00080, 0.05470, 3190, 425, 3190, 64.42049, 476.62460
86, 0.09645, 0.12011, 0.00081, 0.06126, 3190, 410, 3190, 68.51277, 489.84180
87, 0.08761, 0.12438, 0.00086, 0.05434, 3190, 419, 3190, 63.52165, 492.02844
88, 0.08711, 0.11934, 0.00088, 0.05430, 3190, 404, 3190, 62.77739, 486.01544
89, 0.09283, 0.12832, 0.00081, 0.04864, 3190, 428, 3190, 66.46804, 477.05975
90, 0.09074, 0.12481, 0.00081, 0.05314, 3190, 421, 3190, 62.47400, 494.00507
91, 0.09089, 0.12429, 0.00209, 0.06091, 3190, 419, 3190, 62.49000, 483.02277
92, 0.08934, 0.12313, 0.00084, 0.05307, 3190, 418, 3190, 59.96666, 493.92004
93, 0.08716, 0.11691, 0.00084, 0.05051, 3190, 402, 3190, 60.99180, 474.65881
94, 0.08574, 0.11715, 0.00081, 0.05807, 3190, 396, 3190, 59.22837, 485.04434
95, 0.09111, 0.12170, 0.00093, 0.05354, 3190, 411, 3190, 63.11893, 478.18198
96, 0.08758, 0.12704, 0.00081, 0.04649, 3190, 436, 3190, 65.63535, 479.78848
97, 0.08479, 0.12906, 0.00080, 0.05509, 3190, 439, 3190, 64.17944, 482.65930
98, 0.09008, 0.12275, 0.00081, 0.05436, 3190, 425, 3190, 56.38262, 488.11987
99, 0.09054, 0.12592, 0.00090, 0.05667, 3190, 418, 3190, 61.45730, 479.63007
100, 0.09206, 0.12204, 0.00081, 0.05227, 3190, 426, 3190, 58.71116, 473.22827
