Using BRISK algorithm
Using brute force matcher
Using knn matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
65, 0.01247, 0.21831, 0.00145, 0.00005, 5424, 545, 6, 334.42337, 533.82208
66, 0.01320, 0.18401, 0.00090, 0.00361, 5424, 447, 13, 368.23090, 609.95575
67, 0.01221, 0.19476, 0.00258, 0.00001, 5424, 483, 9, 294.08841, 554.15161
68, 0.01203, 0.20609, 0.00089, 0.00001, 5424, 495, 8, 355.98315, 584.39282
69, 0.01157, 0.21027, 0.00088, 0.00001, 5424, 523, 9, 344.61719, 519.64026
70, 0.01335, 0.23669, 0.00089, 0.00000, 5424, 594, 10, 374.04010, 520.92804
71, 0.01293, 0.22518, 0.00112, 0.00001, 5424, 554, 7, 367.06540, 619.81042
72, 0.01319, 0.23209, 0.00095, 0.00235, 5424, 567, 11, 371.77682, 617.05835
73, 0.01483, 0.23541, 0.00099, 0.00641, 5424, 577, 12, 352.76053, 610.56775
74, 0.01366, 0.24566, 0.00121, 0.01694, 5424, 586, 14, 284.73322, 604.17297
75, 0.01379, 0.24179, 0.00168, 0.00756, 5424, 593, 14, 376.47708, 568.92444
76, 0.01387, 0.23218, 0.00147, 0.00411, 5424, 573, 12, 343.72809, 535.29523
77, 0.01270, 0.24740, 0.00093, 0.00001, 5424, 609, 9, 342.14032, 557.18402
78, 0.01096, 0.22816, 0.00113, 0.00748, 5424, 554, 15, 340.49817, 553.35974
79, 0.01536, 0.24139, 0.00137, 0.00001, 5424, 587, 9, 355.78363, 493.06491
80, 0.01443, 0.23227, 0.00139, 0.01161, 5424, 568, 15, 389.67551, 591.77277
81, 0.01290, 0.24256, 0.00195, 0.00984, 5424, 603, 14, 358.76175, 562.56024
82, 0.01351, 0.24443, 0.00171, 0.00717, 5424, 606, 11, 351.13388, 579.58606
83, 0.01575, 0.24063, 0.00147, 0.00996, 5424, 593, 11, 372.11154, 560.58270
84, 0.01164, 0.23106, 0.00143, 0.00495, 5424, 566, 13, 342.92709, 624.21228
85, 0.01484, 0.23828, 0.00126, 0.00258, 5424, 593, 11, 356.74081, 622.04584
86, 0.01436, 0.23599, 0.00134, 0.00001, 5424, 583, 7, 363.66742, 556.67853
87, 0.01056, 0.23771, 0.00088, 0.00334, 5424, 572, 12, 319.03134, 496.15018
88, 0.01370, 0.25719, 0.00163, 0.00834, 5424, 621, 16, 289.14355, 580.97076
89, 0.01373, 0.24160, 0.00088, 0.00001, 5424, 601, 10, 367.12259, 527.94604
90, 0.01550, 0.24163, 0.00089, 0.00001, 5424, 607, 10, 360.34012, 595.74744
91, 0.01857, 0.25028, 0.00177, 0.00003, 5424, 604, 9, 388.61163, 600.70044
92, 0.01340, 0.24564, 0.00094, 0.00518, 5424, 613, 13, 316.10757, 555.57446
93, 0.01386, 0.24848, 0.00100, 0.00236, 5424, 619, 11, 377.44403, 584.34406
94, 0.01326, 0.22760, 0.00293, 0.00165, 5424, 564, 11, 367.32547, 563.69141
95, 0.01387, 0.25259, 0.00122, 0.00001, 5424, 616, 5, 352.21158, 530.21222
96, 0.01452, 0.24664, 0.00225, 0.00007, 5424, 616, 6, 359.77771, 574.70947
97, 0.01321, 0.23563, 0.00089, 0.00831, 5424, 583, 13, 382.30356, 564.21539
98, 0.01348, 0.23857, 0.00122, 0.00001, 5424, 593, 9, 354.80417, 632.15979
99, 0.01309, 0.23830, 0.00145, 0.00769, 5424, 587, 11, 356.20358, 598.65851
100, 0.01352, 0.24628, 0.00143, 0.00472, 5424, 609, 13, 381.75122, 595.05548
