Using BRISK algorithm
Using flann-based matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
63, 0.03142, 0.38738, 0.00196, 0.06018, 5424, 1658, 5424, 29.00000, 192.00000
64, 0.03305, 0.42988, 0.00130, 0.05976, 5424, 1654, 5424, 28.00000, 198.00000
65, 0.03172, 0.36100, 0.00130, 0.06578, 5424, 1605, 5424, 38.00000, 202.00000
66, 0.02858, 0.30642, 0.00132, 0.05909, 5424, 1425, 5424, 35.00000, 197.00000
67, 0.03519, 0.36570, 0.00134, 0.06025, 5424, 1586, 5424, 33.00000, 197.00000
68, 0.03362, 0.31493, 0.00133, 0.06181, 5424, 1601, 5424, 33.00000, 199.00000
69, 0.03383, 0.30573, 0.00192, 0.05787, 5424, 1599, 5424, 30.00000, 191.00000
70, 0.02704, 0.38193, 0.00151, 0.07169, 5424, 1605, 5424, 32.00000, 200.00000
71, 0.02677, 0.39547, 0.00129, 0.07999, 5424, 1609, 5424, 20.00000, 194.00000
72, 0.03625, 0.37371, 0.00463, 0.06699, 5424, 1607, 5424, 31.00000, 195.00000
73, 0.02984, 0.34655, 0.00163, 0.05958, 5424, 1614, 5424, 31.00000, 194.00000
74, 0.03651, 0.38759, 0.00172, 0.06217, 5424, 1635, 5424, 35.00000, 192.00000
75, 0.03445, 0.37681, 0.00131, 0.06202, 5424, 1613, 5424, 30.00000, 202.00000
76, 0.03481, 0.40943, 0.00130, 0.06789, 5424, 1610, 5424, 30.00000, 196.00000
77, 0.03554, 0.38919, 0.00138, 0.06685, 5424, 1595, 5424, 25.00000, 196.00000
78, 0.02247, 0.27050, 0.00130, 0.06013, 5424, 1043, 5424, 52.00000, 198.00000
79, 0.01972, 0.25607, 0.00134, 0.05617, 5424, 1092, 5424, 55.00000, 201.00000
80, 0.02588, 0.29074, 0.00153, 0.06825, 5424, 1502, 5424, 44.00000, 195.00000
81, 0.02984, 0.34650, 0.00188, 0.07324, 5424, 1504, 5424, 39.00000, 196.00000
82, 0.03297, 0.35790, 0.00188, 0.07038, 5424, 1934, 5424, 35.00000, 197.00000
83, 0.02196, 0.27646, 0.00171, 0.06669, 5424, 1259, 5424, 34.00000, 196.00000
84, 0.02242, 0.24002, 0.00163, 0.05974, 5424, 1122, 5424, 46.00000, 195.00000
85, 0.03658, 0.42463, 0.00153, 0.05666, 5424, 1706, 5424, 32.00000, 195.00000
86, 0.03007, 0.40075, 0.00135, 0.06272, 5424, 1896, 5424, 32.00000, 202.00000
87, 0.03743, 0.45211, 0.00403, 0.06348, 5424, 1921, 5424, 31.00000, 194.00000
88, 0.02098, 0.26970, 0.00203, 0.06488, 5424, 1147, 5424, 40.00000, 196.00000
89, 0.03612, 0.49541, 0.00131, 0.06374, 5424, 1782, 5424, 29.00000, 198.00000
90, 0.03959, 0.58493, 0.00312, 0.06053, 5424, 2202, 5424, 26.00000, 199.00000
91, 0.04103, 0.49354, 0.00157, 0.06176, 5424, 2166, 5424, 32.00000, 194.00000
92, 0.04111, 0.42990, 0.00132, 0.05962, 5424, 2210, 5424, 29.00000, 200.00000
93, 0.03556, 0.47883, 0.00183, 0.06131, 5424, 2177, 5424, 24.00000, 199.00000
94, 0.04438, 0.44302, 0.00154, 0.06687, 5424, 2208, 5424, 26.00000, 193.00000
95, 0.04135, 0.39163, 0.00143, 0.05836, 5424, 2182, 5424, 25.00000, 192.00000
96, 0.03440, 0.52249, 0.00141, 0.06016, 5424, 2219, 5424, 26.00000, 200.00000
97, 0.03993, 0.50548, 0.00132, 0.05940, 5424, 2183, 5424, 29.00000, 186.00000
98, 0.03881, 0.46929, 0.00133, 0.06681, 5424, 2156, 5424, 33.00000, 191.00000
99, 0.03868, 0.50475, 0.00156, 0.05996, 5424, 2185, 5424, 17.00000, 187.00000
100, 0.04291, 0.52151, 0.00154, 0.05653, 5424, 2212, 5424, 27.00000, 193.00000
