Using SIFT algorithm
Using flann-based matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
64, 0.09028, 0.09436, 0.00080, 0.04905, 3190, 511, 3190, 61.15554, 470.79825
65, 0.10357, 0.09892, 0.00094, 0.05272, 3190, 486, 3190, 68.32276, 460.18475
66, 0.09520, 0.09384, 0.00080, 0.05744, 3190, 504, 3190, 57.36724, 467.03210
67, 0.09553, 0.09453, 0.00094, 0.04519, 3190, 479, 3190, 43.60046, 467.59277
68, 0.11030, 0.08859, 0.00118, 0.04709, 3190, 486, 3190, 58.18075, 458.55206
69, 0.09132, 0.09772, 0.00081, 0.05722, 3190, 475, 3190, 59.07622, 477.16245
70, 0.09750, 0.08993, 0.00085, 0.05392, 3190, 508, 3190, 60.00833, 489.50690
71, 0.09871, 0.09248, 0.00081, 0.05390, 3190, 491, 3190, 45.34314, 467.71466
72, 0.08965, 0.09971, 0.00081, 0.05489, 3190, 503, 3190, 57.22762, 476.64453
73, 0.09369, 0.09796, 0.00081, 0.05639, 3190, 497, 3190, 62.42596, 491.42447
74, 0.08958, 0.07986, 0.00081, 0.04534, 3190, 438, 3190, 57.15768, 484.61325
75, 0.08999, 0.09307, 0.00086, 0.04697, 3190, 452, 3190, 67.31271, 488.99487
76, 0.09939, 0.09706, 0.00085, 0.05322, 3190, 479, 3190, 48.87740, 483.38699
77, 0.10565, 0.09412, 0.00081, 0.05978, 3190, 478, 3190, 60.86050, 475.91702
78, 0.08810, 0.09479, 0.00095, 0.05069, 3190, 456, 3190, 46.28175, 484.39755
79, 0.08576, 0.07869, 0.00085, 0.04656, 3190, 445, 3190, 69.29646, 485.67889
80, 0.09425, 0.07453, 0.00081, 0.04483, 3190, 413, 3190, 68.29349, 491.74893
81, 0.08687, 0.09615, 0.00095, 0.05213, 3190, 453, 3190, 60.34070, 470.07553
82, 0.08952, 0.07884, 0.00139, 0.05574, 3190, 437, 3190, 49.83974, 481.64200
83, 0.09439, 0.07864, 0.00106, 0.04904, 3190, 440, 3190, 64.29619, 475.07578
84, 0.09181, 0.08604, 0.00081, 0.04937, 3190, 456, 3190, 57.85326, 474.19406
85, 0.08110, 0.07605, 0.00080, 0.05053, 3190, 400, 3190, 61.74140, 489.49567
86, 0.08057, 0.07164, 0.00087, 0.04529, 3190, 381, 3190, 77.58221, 494.95352
87, 0.08462, 0.08734, 0.00095, 0.05134, 3190, 426, 3190, 62.80127, 503.98413
88, 0.08559, 0.09397, 0.00096, 0.04568, 3190, 441, 3190, 64.83055, 509.62045
89, 0.09006, 0.08129, 0.00094, 0.04701, 3190, 415, 3190, 78.79086, 504.47794
90, 0.08665, 0.07868, 0.00083, 0.04622, 3190, 449, 3190, 55.09991, 493.30417
91, 0.09677, 0.07946, 0.00095, 0.05479, 3190, 430, 3190, 44.39595, 492.93002
92, 0.09355, 0.08495, 0.00081, 0.04889, 3190, 437, 3190, 44.36214, 523.48352
93, 0.09319, 0.09374, 0.00122, 0.04807, 3190, 447, 3190, 49.52777, 513.73047
94, 0.09902, 0.09121, 0.00088, 0.05734, 3190, 432, 3190, 46.15192, 475.74469
95, 0.09157, 0.09267, 0.00081, 0.05303, 3190, 463, 3190, 42.40283, 479.58105
96, 0.08898, 0.08388, 0.00085, 0.04910, 3190, 460, 3190, 43.16248, 473.28320
97, 0.09522, 0.09330, 0.00098, 0.05486, 3190, 440, 3190, 48.07286, 494.66049
98, 0.09525, 0.08821, 0.00096, 0.04731, 3190, 431, 3190, 45.11097, 469.08209
99, 0.09357, 0.08429, 0.00080, 0.05221, 3190, 477, 3190, 36.78315, 465.79395
100, 0.09175, 0.07924, 0.00081, 0.04729, 3190, 424, 3190, 41.07310, 469.27924
