Using SIFT algorithm
Using brute force matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
63, 0.13430, 0.26292, 0.00159, 0.05310, 3190, 896, 3190, 34.40930, 456.08881
64, 0.13198, 0.25240, 0.00136, 0.05789, 3190, 858, 3190, 39.17908, 455.44592
65, 0.12579, 0.29159, 0.00121, 0.05073, 3190, 990, 3190, 32.96968, 445.80042
66, 0.13722, 0.28528, 0.00230, 0.05073, 3190, 962, 3190, 46.60472, 453.99008
67, 0.13262, 0.27974, 0.00110, 0.05449, 3190, 938, 3190, 28.19574, 460.51929
68, 0.11369, 0.26919, 0.00080, 0.04592, 3190, 946, 3190, 37.08099, 453.63861
69, 0.12312, 0.26847, 0.00080, 0.05413, 3190, 922, 3190, 29.66479, 459.57806
70, 0.12343, 0.27403, 0.00117, 0.05018, 3190, 925, 3190, 34.98571, 458.29358
71, 0.11994, 0.28845, 0.00080, 0.04525, 3190, 978, 3190, 33.52611, 461.33392
72, 0.12146, 0.29364, 0.00080, 0.05278, 3190, 1000, 3190, 31.71750, 470.56137
73, 0.12566, 0.30401, 0.00091, 0.04918, 3190, 1031, 3190, 35.21363, 469.82443
74, 0.12026, 0.30936, 0.00133, 0.06411, 3190, 1052, 3190, 22.86919, 469.09381
75, 0.12743, 0.29823, 0.00305, 0.05426, 3190, 1019, 3190, 29.34280, 458.50082
76, 0.14006, 0.32533, 0.00095, 0.05095, 3190, 1098, 3190, 27.20294, 462.98273
77, 0.12282, 0.32672, 0.00143, 0.05581, 3190, 1103, 3190, 33.06055, 465.59103
78, 0.12926, 0.31751, 0.00107, 0.05433, 3190, 1080, 3190, 24.18677, 443.79276
79, 0.12526, 0.27613, 0.00081, 0.04871, 3190, 950, 3190, 28.23119, 449.28833
80, 0.12626, 0.30510, 0.00084, 0.05046, 3190, 1057, 3190, 33.21144, 440.99207
81, 0.12080, 0.27494, 0.00118, 0.05128, 3190, 941, 3190, 22.51666, 444.19928
82, 0.13086, 0.30867, 0.00088, 0.05232, 3190, 1054, 3190, 45.95650, 474.23727
83, 0.13452, 0.32836, 0.00090, 0.05528, 3190, 1120, 3190, 36.46917, 479.14923
84, 0.13691, 0.33015, 0.00081, 0.04951, 3190, 1118, 3190, 32.87856, 463.66907
